FID,serial,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id_zonamusculacion,nomzonamusculacion,ubicacion,foto,id_maquina,nommaquina,nivel,icono,funcion,desarrollo,precauciones,maquinafoto1,maquinafoto2,x,y
da_zonasMusculacion.fid--295bdb9_15f70688162_14fe,24175,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,1,Arco para brazos,1,http://geoportal.malaga.eu/img/deportes/im1.png,Mejorar limitaciones de la articulación del hombro.Aumentar flexibilidad de la muñeca y movilidad del hombro,"Colocados debajo del arco, perpendicularmente a éste, con la espalda erguida y piernas separadas agarramos la anilla con una mano y la desplazamos desde un extremo a otro; repetimos con la otra mano. Cambiamos de posición, para situarnos paralelos al arco, y realizamos el ejercicio con las dos manos a la vez.",Se debe abandonar el ejercicio si aparecen mareos o dolor de cuello.Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_1_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_1_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_14ff,24176,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1500,24177,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,12,Espiral,1,http://geoportal.malaga.eu/img/deportes/im12.png,"Aaumentar, o mantener, la flexibilidad y movilidad de la muñeca y del codo.","Situados frente al aparato, y agarrando el asidero con una mano, desplazamos éste de un extremo a otro de la espiral. Repetimos con la otra mano.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_12_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_12_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1501,24178,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1502,24179,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1503,24180,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,25,Serpiente,1,http://geoportal.malaga.eu/img/deportes/im25.png,"Mantener o aumentar la flexibilidad y movilidad de la muñeca, codo y hombro.","Sitúese frente al aparato y agarrando el asidero con una mano, desplace éste de un extremo a otro de la serpiente. Cambie de mano y repita el ejercicio.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_25_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_25_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1504,24181,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,26,Silla con pedales,1,http://geoportal.malaga.eu/img/deportes/im26.png,Aumentar la capacidad cardiaca y pulmonar.Desarrollar la movilidad articular de la rodilla,"Siéntese cómodamente en el banco y coloque ambos pies sobre los pedales. Pedalee. Como variante, puede realizar el pedaleo hacia atrás.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_26_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_26_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1505,24182,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1506,24183,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,3,Barra a media altura,1,http://geoportal.malaga.eu/img/deportes/im3.png,Fortalecer los gemelos.,Coloque las manos sobre la barra y eleve los talones. Repita el ejercicio varias veces.,Agarrar firmemente la barra.,http://geoportal.malaga.eu/img/deportes/fm_3_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_3_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1507,24184,POINT (-4.415622000073987 36.733385034963675),,,,,,,-1,-1,-1,0,,1,Pl. Olletas,,http://geoportal.malaga.eu/img/deportes/fz_1.jpg,34,Escalón,2,http://geoportal.malaga.eu/img/deportes/im34.png,Fortalecer muslos y glúteos.Tonificar músculos de brazos y espalda.,Sitúese frente al aparato y agarre los asideros laterales. Apoye uno de los pies sobre la plataforma elevada e intente subir el otro pie. Baje y repita con la pierna contraria.,Agarrarse bien para evitar caídas.No recomendado para usuarios con problemas de rodilla.,http://geoportal.malaga.eu/img/deportes/fm_34_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_34_2.jpg,373601.4183,4066230.5863
da_zonasMusculacion.fid--295bdb9_15f70688162_1508,24185,POINT (-4.3719989997609705 36.73354603462996),,,,,,,-1,-1,-1,0,,10,Cl. Eucaliptus,Número 73,http://geoportal.malaga.eu/img/deportes/fz_10.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,377496.918,4066191.7619
da_zonasMusculacion.fid--295bdb9_15f70688162_1509,24186,POINT (-4.3719989997609705 36.73354603462996),,,,,,,-1,-1,-1,0,,10,Cl. Eucaliptus,Número 73,http://geoportal.malaga.eu/img/deportes/fz_10.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,377496.918,4066191.7619
da_zonasMusculacion.fid--295bdb9_15f70688162_150a,24187,POINT (-4.3719989997609705 36.73354603462996),,,,,,,-1,-1,-1,0,,10,Cl. Eucaliptus,Número 73,http://geoportal.malaga.eu/img/deportes/fz_10.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,377496.918,4066191.7619
da_zonasMusculacion.fid--295bdb9_15f70688162_150b,24188,POINT (-4.3719989997609705 36.73354603462996),,,,,,,-1,-1,-1,0,,10,Cl. Eucaliptus,Número 73,http://geoportal.malaga.eu/img/deportes/fz_10.jpg,31,Barra de estiramientos,2,http://geoportal.malaga.eu/img/deportes/im31.png,Mejorar la movilidad de miembros inferiores.,"Colóquese frente al aparato y apoye la pierna recta sobre la barra. A continuación, doble su cintura hacia delante, sin flexionar la rodilla.",Parar si se siente dolor durante la ejecución.La elevación de la pierna puede ocasionar desequilibrios.,http://geoportal.malaga.eu/img/deportes/fm_31_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_31_2.jpg,377496.918,4066191.7619
da_zonasMusculacion.fid--295bdb9_15f70688162_150c,24189,POINT (-4.3719989997609705 36.73354603462996),,,,,,,-1,-1,-1,0,,10,Cl. Eucaliptus,Número 73,http://geoportal.malaga.eu/img/deportes/fz_10.jpg,33,Elíptica,2,http://geoportal.malaga.eu/img/deportes/im33.png,"Mejorar la movilidad, tonicidad y coordinación de miembros superiores e inferiores.Desarrollar la capacidad cardiaca y pulmonar.","Súbase a los estribos, sujetándose a las manillas.Mueva las piernas y los brazos alternativamente, como si estuviera caminando.","Al disponer de partes móviles, se debe tener mucho cuidado al subir y bajar del aparato.",http://geoportal.malaga.eu/img/deportes/fm_33_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_33_2.jpg,377496.918,4066191.7619
da_zonasMusculacion.fid--295bdb9_15f70688162_150d,24190,POINT (-4.3719989997609705 36.73354603462996),,,,,,,-1,-1,-1,0,,10,Cl. Eucaliptus,Número 73,http://geoportal.malaga.eu/img/deportes/fz_10.jpg,42,Ascensor o pullover vertical,3,http://geoportal.malaga.eu/img/deportes/im42.png,Mejorar la amplitud de la articulación del hombro. Fortalecer los músculos de la espalda y la zona anterior de brazos y antebrazos.,Nos sentamos mirando hacia fuera y con las manos agarrando las barras superiores. Flexionamos codos y empujamos hacia abajo acercando los codos al cuerpo.,Realizar los movimientos de forma controlada.,http://geoportal.malaga.eu/img/deportes/fm_42_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_42_2.jpg,377496.918,4066191.7619
da_zonasMusculacion.fid--295bdb9_15f70688162_150e,24191,POINT (-4.3719989997609705 36.73354603462996),,,,,,,-1,-1,-1,0,,10,Cl. Eucaliptus,Número 73,http://geoportal.malaga.eu/img/deportes/fz_10.jpg,58,Máquina de fondos,4,http://geoportal.malaga.eu/img/deportes/im58.png,Fortalecer la musculatura del hombro y abdomen.Aumentar la fuerza muscular de la espalda.,Súbase al aparato apoyando los brazos sobre las barras y dejando piernas en el aire. Flexione y extienda sus codos.,"Ejercicio de fuerza. Debe realizarse de manera controlada.En caso de dolor o molestia, suspenda la ejecución.",http://geoportal.malaga.eu/img/deportes/fm_58_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_58_2.jpg,377496.918,4066191.7619
da_zonasMusculacion.fid--295bdb9_15f70688162_150f,24192,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,15,Masaje de espalda 1,1,http://geoportal.malaga.eu/img/deportes/im15.png,Descargar la musculatura dorsal.,Coloque la espalda sobre los rodillos y haga rodar su espalda de derecha a izquierda con suavidad.,Presionar la espalda con moderación.,http://geoportal.malaga.eu/img/deportes/fm_15_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_15_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1510,24193,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1511,24194,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1512,24195,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1513,24196,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,16,Masaje de espalda 2,2,http://geoportal.malaga.eu/img/deportes/im16.png,Descargar la musculatura dorsal.,"Repose la espalda sobre los rodillos.Apoye las manos en las barras laterales. Desplácese lentamente sobre el rodillo de arriba a abajo, flexionando las rodillas.",Presionar la espalda con moderación.Evitar una flexión excesiva de las rodillas.,http://geoportal.malaga.eu/img/deportes/fm_16_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_16_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1514,24197,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,29,Andador,2,http://geoportal.malaga.eu/img/deportes/im29.png,"Mejorar la movilidad, tonicidad y coordinación de miembros inferiores. Aumentar la capacidad cardiaca y pulmonar","Admite dos modalidades:- Sitúese de lado al aparato, realizando movimientos circulares con una mano. Repetir con la otra.- Sitúese frente a las ruedas y agarre cada asidero con una mano.Gire ambas ruedas hacia fuera; a continuación cambie el sentido de la rotación.",Agarrar el asa con fuerza antes de subirNo abandonar el aparato hasta que los pedales estén parados y en paralelo.,http://geoportal.malaga.eu/img/deportes/fm_29_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_29_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1515,24198,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,38,Press de piernas 1,2,http://geoportal.malaga.eu/img/deportes/im38.png,Fortalecer la musculatura de muslos y glúteos.,"Nos sentamos en el banco, apoyando la espalda en el respaldo y los pies sobre la tablilla. Empujamos hasta extender las piernas y volvemos a la posición de inicio.",Realizar sólo una semiflexión de rodillas para evitar lesiones.Subir y bajar con precaución.,http://geoportal.malaga.eu/img/deportes/fm_38_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_38_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1516,24199,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,53,Máquina de remo,3,http://geoportal.malaga.eu/img/deportes/im53.png,"Desarrollar los músculos del tren superior, glúteos y muslos.","Siéntese en el banco y apoye los pies sobre el soporte. Agarre con fuerza las dos barras por la empuñadura y tire de ellas hacia el pecho, como el movimiento de remar.",Mantener siempre la espalda recta durante la ejecución.Realizar el movimiento de manera controlada.,http://geoportal.malaga.eu/img/deportes/fm_53_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_53_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1517,24200,POINT (-4.437842999911674 36.704385034515724),,,,,,,-1,-1,-1,0,,100,Cl. Eduardo Marquina,Números 2-4 (Pl. Eduardo Maldonado Leal),http://geoportal.malaga.eu/img/deportes/fz_100.jpg,58,Máquina de fondos,4,http://geoportal.malaga.eu/img/deportes/im58.png,Fortalecer la musculatura del hombro y abdomen.Aumentar la fuerza muscular de la espalda.,Súbase al aparato apoyando los brazos sobre las barras y dejando piernas en el aire. Flexione y extienda sus codos.,"Ejercicio de fuerza. Debe realizarse de manera controlada.En caso de dolor o molestia, suspenda la ejecución.",http://geoportal.malaga.eu/img/deportes/fm_58_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_58_2.jpg,371568.9413,4063042.9402
da_zonasMusculacion.fid--295bdb9_15f70688162_1518,24201,POINT (-4.4357859998973455 36.7012780350623),,,,,,,-1,-1,-1,0,,101,Cl. Cañizares,Números 15-17 (Jardines de Francisco Valverde),http://geoportal.malaga.eu/img/deportes/fz_101.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,371747.5244,4062695.5021
da_zonasMusculacion.fid--295bdb9_15f70688162_1519,24202,POINT (-4.4357859998973455 36.7012780350623),,,,,,,-1,-1,-1,0,,101,Cl. Cañizares,Números 15-17 (Jardines de Francisco Valverde),http://geoportal.malaga.eu/img/deportes/fz_101.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,371747.5244,4062695.5021
da_zonasMusculacion.fid--295bdb9_15f70688162_151a,24203,POINT (-4.4357859998973455 36.7012780350623),,,,,,,-1,-1,-1,0,,101,Cl. Cañizares,Números 15-17 (Jardines de Francisco Valverde),http://geoportal.malaga.eu/img/deportes/fz_101.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,371747.5244,4062695.5021
da_zonasMusculacion.fid--295bdb9_15f70688162_151b,24204,POINT (-4.4357859998973455 36.7012780350623),,,,,,,-1,-1,-1,0,,101,Cl. Cañizares,Números 15-17 (Jardines de Francisco Valverde),http://geoportal.malaga.eu/img/deportes/fz_101.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,371747.5244,4062695.5021
da_zonasMusculacion.fid--295bdb9_15f70688162_151c,24205,POINT (-4.4357859998973455 36.7012780350623),,,,,,,-1,-1,-1,0,,101,Cl. Cañizares,Números 15-17 (Jardines de Francisco Valverde),http://geoportal.malaga.eu/img/deportes/fz_101.jpg,38,Press de piernas 1,2,http://geoportal.malaga.eu/img/deportes/im38.png,Fortalecer la musculatura de muslos y glúteos.,"Nos sentamos en el banco, apoyando la espalda en el respaldo y los pies sobre la tablilla. Empujamos hasta extender las piernas y volvemos a la posición de inicio.",Realizar sólo una semiflexión de rodillas para evitar lesiones.Subir y bajar con precaución.,http://geoportal.malaga.eu/img/deportes/fm_38_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_38_2.jpg,371747.5244,4062695.5021
da_zonasMusculacion.fid--295bdb9_15f70688162_151d,24206,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_151e,24207,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,12,Espiral,1,http://geoportal.malaga.eu/img/deportes/im12.png,"Aaumentar, o mantener, la flexibilidad y movilidad de la muñeca y del codo.","Situados frente al aparato, y agarrando el asidero con una mano, desplazamos éste de un extremo a otro de la espiral. Repetimos con la otra mano.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_12_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_12_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_151f,24208,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1520,24209,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,19,Pasarela o rampa,1,http://geoportal.malaga.eu/img/deportes/im19.png,Mejorar la movilidad de los miembros inferiores.Aumentar el equilibrio,"Colóquese frente a la escalera, agarrándose con ambas manos a la barandilla. Suba los peldaños y baje por la rampa. Recórralo ahora en sentido contrario.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_19_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_19_2.jpg,370589.482,4062645.0179
